id,Data,Produto,Categoria,Quantidade,Preço
1804241662,2023-04-03,Pork,Livestock,2848,6.63
1804241663,2023-04-03,Tomatoes,Vegetables,10082,2.99
1804241664,2023-04-04,Chicken,Livestock,1144,2.67
1804241665,2023-04-04,Rye,Grains,6826,1.03
1804241666,2023-04-04,Onions,Vegetables,1057,0.95
1804241667,2023-04-04,Beef,Livestock,25297,9.6
1804241668,2023-04-04,Corn,Grains,18249,0.52
1804241669,2023-04-04,Beef,Livestock,9328,11.0
1804241670,2023-04-04,Strawberries,Fruits,8673,4.2
1804241671,2023-04-04,Lamb,Livestock,19321,12.32
1804241672,2023-04-04,Onions,Vegetables,9908,0.82
1804241673,2023-04-04,Cheese,Dairy,7408,9.38
1804241674,2023-04-04,Cabbage,Vegetables,12524,0.83
1804241675,2023-04-04,Peaches,Fruits,28240,3.3
1804241676,2023-04-04,Pork,Livestock,8381,6.38
1804241677,2023-04-05,Butter,Dairy,17325,5.37
1804241678,2023-04-05,Butter,Dairy,761,4.07
1804241679,2023-04-05,Apples,Fruits,2131,3.52
1804241680,2023-04-05,Onions,Vegetables,1072,1.06
1804241681,2023-04-05,Cheese,Dairy,3715,8.95
1804241682,2023-04-05,Yogurt,Dairy,456,2.47
1804241683,2023-04-05,Yogurt,Dairy,20806,3.05
1804241684,2023-04-05,Oranges,Fruits,27969,2.88
1804241685,2023-04-05,Beef,Livestock,2984,8.94
1804241686,2023-04-05,Rice,Grains,6152,1.18
1804241687,2023-04-05,Lamb,Livestock,9004,13.26
1804241688,2023-04-05,Oranges,Fruits,4308,2.34
1804241689,2023-04-05,Oranges,Fruits,22158,3.36
1804241690,2023-04-05,Beef,Livestock,631,10.23
1804241691,2023-04-06,Wheat,Grains,21864,0.47
1804241692,2023-04-06,Milk,Dairy,5690,0.96
1804241693,2023-04-06,Apples,Fruits,8893,3.32
1804241694,2023-04-06,Carrots,Vegetables,6026,1.02
1804241695,2023-04-06,Oats,Grains,602,0.84
1804241696,2023-04-06,Carrots,Vegetables,2207,1.27
1804241697,2023-04-06,Wheat,Grains,327,0.43
1804241698,2023-04-06,Milk,Dairy,3115,1.01
1804241699,2023-04-06,Apples,Fruits,17212,3.2
1804241700,2023-04-06,Blueberries,Fruits,17,6.28
1804241701,2023-04-06,Peppers,Vegetables,4744,1.85
1804241702,2023-04-06,Chicken,Livestock,20580,3.37
1804241703,2023-04-06,Strawberries,Fruits,10293,5.33
1804241704,2023-04-06,Carrots,Vegetables,22133,1.03
1804241705,2023-04-07,Pork,Livestock,22857,7.96
1804241706,2023-04-07,Butter,Dairy,21647,5.49
1804241707,2023-04-07,Milk,Dairy,6936,1.42
1804241708,2023-04-07,Cabbage,Vegetables,19112,0.85
1804241709,2023-04-07,Rye,Grains,17036,0.88
1804241710,2023-04-07,Tomatoes,Vegetables,6820,2.2
1804241711,2023-04-07,Cheese,Dairy,10002,7.89
1804241712,2023-04-07,Yogurt,Dairy,563,3.15
1804241713,2023-04-07,Milk,Dairy,27904,1.29
1804241714,2023-04-07,Wheat,Grains,80,0.56
1804241715,2023-04-07,Barley,Grains,16297,0.76
1804241716,2023-04-07,Potatoes,Vegetables,4817,0.65
1804241717,2023-04-07,Beef,Livestock,3886,10.61
1804241718,2023-04-07,Peppers,Vegetables,7100,1.63
1804241719,2023-04-07,Chicken,Livestock,7923,2.72
1804241720,2023-04-08,Cheese,Dairy,13406,6.55
1804241721,2023-04-08,Lamb,Livestock,15507,13.26
1804241722,2023-04-08,Potatoes,Vegetables,2346,0.95
1804241723,2023-04-08,Barley,Grains,27863,0.75
1804241724,2023-04-08,Rice,Grains,23259,0.89
1804241725,2023-04-08,Yogurt,Dairy,29017,2.88
1804241726,2023-04-08,Lettuce,Vegetables,5501,1.12
1804241727,2023-04-08,Lamb,Livestock,2732,10.45
1804241728,2023-04-08,Yogurt,Dairy,493,3.38
1804241729,2023-04-09,Lamb,Livestock,43517,14.34
1804241730,2023-04-09,Milk,Dairy,18153,0.97
1804241731,2023-04-09,Butter,Dairy,14564,4.63
1804241732,2023-04-09,Oats,Grains,14522,0.9
1804241733,2023-04-09,Lamb,Livestock,8203,10.65
1804241734,2023-04-09,Strawberries,Fruits,6886,5.95
1804241735,2023-04-09,Yogurt,Dairy,777,2.59
1804241736,2023-04-09,Tomatoes,Vegetables,15543,2.3
1804241737,2023-04-09,Lettuce,Vegetables,14040,1.13
1804241738,2023-04-09,Apples,Fruits,8905,3.56
1804241739,2023-04-09,Beef,Livestock,23967,8.33
1804241740,2023-04-09,Chicken,Livestock,15438,2.68
1804241741,2023-04-10,Lettuce,Vegetables,5058,0.85
1804241742,2023-04-10,Oats,Grains,13228,0.86
1804241743,2023-04-10,Apples,Fruits,12730,3.29
1804241744,2023-04-10,Blueberries,Fruits,2565,5.3
1804241745,2023-04-10,Lamb,Livestock,15579,12.84
1804241746,2023-04-10,Wheat,Grains,6833,0.42
1804241747,2023-04-10,Butter,Dairy,8083,4.94
1804241748,2023-04-11,Peaches,Fruits,13715,3.39
1804241749,2023-04-11,Corn,Grains,39861,0.57
1804241750,2023-04-11,Carrots,Vegetables,10922,0.97
1804241751,2023-04-11,Lamb,Livestock,6724,12.35
1804241752,2023-04-11,Oranges,Fruits,1130,2.51
1804241753,2023-04-11,Bananas,Fruits,17176,1.39
1804241754,2023-04-11,Beef,Livestock,28693,8.61
1804241755,2023-04-12,Milk,Dairy,965,1.33
1804241756,2023-04-12,Grapes,Fruits,6570,3.73
1804241757,2023-04-12,Wheat,Grains,22813,0.45
1804241758,2023-04-12,Rye,Grains,1156,0.97
1804241759,2023-04-12,Pork,Livestock,5278,6.39
1804241760,2023-04-12,Onions,Vegetables,8782,1.15
1804241761,2023-04-12,Rice,Grains,24523,0.97
1804241762,2023-04-12,Milk,Dairy,17409,1.33
1804241763,2023-04-12,Potatoes,Vegetables,37057,0.84
1804241764,2023-04-13,Rice,Grains,14335,1.11
1804241765,2023-04-13,Oats,Grains,17535,0.91
1804241766,2023-04-13,Rice,Grains,35620,0.9
1804241767,2023-04-13,Rye,Grains,14725,0.85
1804241768,2023-04-13,Pork,Livestock,803,8.3
1804241769,2023-04-13,Blueberries,Fruits,3200,6.28
1804241770,2023-04-13,Strawberries,Fruits,11121,5.67
1804241771,2023-04-13,Rice,Grains,236,0.8
1804241772,2023-04-13,Cheese,Dairy,37527,8.43
1804241773,2023-04-13,Lettuce,Vegetables,5538,0.99
1804241774,2023-04-14,Apples,Fruits,434,3.4
1804241775,2023-04-14,Butter,Dairy,6545,5.35
1804241776,2023-04-14,Lamb,Livestock,32952,12.05
1804241777,2023-04-14,Strawberries,Fruits,11111,5.69
1804241778,2023-04-14,Lamb,Livestock,9366,13.51
1804241779,2023-04-14,Oats,Grains,1174,0.86
1804241780,2023-04-14,Wheat,Grains,47265,0.46
1804241781,2023-04-14,Onions,Vegetables,4824,1.09
1804241782,2023-04-14,Chicken,Livestock,5240,2.94
1804241783,2023-04-14,Wheat,Grains,1864,0.46
1804241784,2023-04-14,Peaches,Fruits,44340,4.09
1804241785,2023-04-14,Lamb,Livestock,5131,9.96
1804241786,2023-04-15,Grapes,Fruits,20917,3.47
1804241787,2023-04-15,Cheese,Dairy,5762,8.78
1804241788,2023-04-15,Corn,Grains,3052,0.57
1804241789,2023-04-15,Rye,Grains,7242,0.97
1804241790,2023-04-15,Cabbage,Vegetables,12597,0.61
1804241791,2023-04-15,Chicken,Livestock,11594,3.2
1804241792,2023-04-15,Wheat,Grains,9952,0.47
1804241793,2023-04-15,Carrots,Vegetables,4867,1.32
1804241794,2023-04-15,Tomatoes,Vegetables,24139,2.92
1804241795,2023-04-15,Beef,Livestock,14628,9.48
1804241796,2023-04-16,Bananas,Fruits,703,1.32
1804241797,2023-04-16,Cabbage,Vegetables,1832,0.61
1804241798,2023-04-16,Strawberries,Fruits,12103,4.78
1804241799,2023-04-16,Pork,Livestock,11294,6.41
1804241800,2023-04-16,Pork,Livestock,8303,6.79
1804241801,2023-04-16,Oranges,Fruits,18187,3.14
1804241802,2023-04-16,Blueberries,Fruits,8336,7.07
1804241803,2023-04-17,Strawberries,Fruits,6840,5.13
1804241804,2023-04-17,Blueberries,Fruits,9010,4.83
1804241805,2023-04-17,Corn,Grains,3532,0.54
1804241806,2023-04-17,Wheat,Grains,13316,0.52
1804241807,2023-04-17,Oranges,Fruits,8653,2.69
1804241808,2023-04-17,Corn,Grains,1374,0.57
1804241809,2023-04-17,Corn,Grains,4778,0.51
1804241810,2023-04-17,Oranges,Fruits,12040,2.67
1804241811,2023-04-17,Chicken,Livestock,11760,2.76
1804241812,2023-04-17,Barley,Grains,5082,0.8
1804241813,2023-04-18,Milk,Dairy,44690,1.43
1804241814,2023-04-18,Pork,Livestock,36048,6.1
1804241815,2023-04-18,Tomatoes,Vegetables,37375,2.36
1804241816,2023-04-18,Potatoes,Vegetables,1903,0.93
1804241817,2023-04-18,Peppers,Vegetables,2003,1.93
1804241818,2023-04-18,Bananas,Fruits,21733,1.73
1804241819,2023-04-18,Wheat,Grains,15087,0.45
1804241820,2023-04-19,Grapes,Fruits,14347,4.19
1804241821,2023-04-19,Lamb,Livestock,34940,10.4
1804241822,2023-04-19,Corn,Grains,1483,0.5
1804241823,2023-04-19,Pork,Livestock,9038,6.9
1804241824,2023-04-19,Peaches,Fruits,18590,2.92
1804241825,2023-04-19,Lettuce,Vegetables,29675,0.94
1804241826,2023-04-19,Grapes,Fruits,4983,4.32
1804241827,2023-04-19,Oats,Grains,784,0.84
1804241828,2023-04-19,Blueberries,Fruits,5064,5.58
1804241829,2023-04-19,Cheese,Dairy,4891,6.96
1804241830,2023-04-19,Cheese,Dairy,16653,8.44
1804241831,2023-04-19,Corn,Grains,33289,0.57
1804241832,2023-04-19,Butter,Dairy,8040,5.91
1804241833,2023-04-20,Lamb,Livestock,8423,14.0
1804241834,2023-04-20,Apples,Fruits,6571,3.14
1804241835,2023-04-20,Butter,Dairy,11568,4.43
1804241836,2023-04-20,Cheese,Dairy,8041,7.82
1804241837,2023-04-20,Milk,Dairy,8221,1.08
1804241838,2023-04-20,Rice,Grains,17281,0.9
1804241839,2023-04-20,Grapes,Fruits,42095,4.01
1804241840,2023-04-20,Milk,Dairy,12205,1.17
1804241841,2023-04-20,Cheese,Dairy,9867,7.19
1804241842,2023-04-20,Strawberries,Fruits,1156,5.75
1804241843,2023-04-20,Potatoes,Vegetables,22138,0.91
1804241844,2023-04-21,Beef,Livestock,25092,9.96
1804241845,2023-04-21,Peppers,Vegetables,7822,1.9
1804241846,2023-04-21,Peppers,Vegetables,30308,1.76
1804241847,2023-04-21,Pork,Livestock,952,8.22
1804241848,2023-04-21,Pork,Livestock,12663,6.09
1804241849,2023-04-21,Yogurt,Dairy,21434,2.97
1804241850,2023-04-21,Lettuce,Vegetables,12202,1.01
1804241851,2023-04-21,Lamb,Livestock,23859,11.21
1804241852,2023-04-21,Barley,Grains,384,0.68
1804241853,2023-04-21,Yogurt,Dairy,4351,2.71
1804241854,2023-04-21,Cheese,Dairy,7753,8.34
1804241855,2023-04-21,Blueberries,Fruits,306,5.01
1804241856,2023-04-21,Lamb,Livestock,3511,11.48
1804241857,2023-04-21,Apples,Fruits,19625,3.09
1804241858,2023-04-21,Corn,Grains,20782,0.64
1804241859,2023-04-22,Rye,Grains,19620,0.74
1804241860,2023-04-22,Cabbage,Vegetables,15685,0.8
1804241861,2023-04-22,Potatoes,Vegetables,11433,0.89
1804241862,2023-04-22,Strawberries,Fruits,1773,4.9
1804241863,2023-04-22,Grapes,Fruits,1705,3.89
1804241864,2023-04-22,Rice,Grains,3795,1.01
1804241865,2023-04-22,Pork,Livestock,12312,7.77
1804241866,2023-04-22,Strawberries,Fruits,3081,4.01
1804241867,2023-04-23,Beef,Livestock,7543,8.2
1804241868,2023-04-23,Oranges,Fruits,12267,3.22
1804241869,2023-04-23,Oranges,Fruits,1304,2.33
1804241870,2023-04-23,Butter,Dairy,7894,5.45
1804241871,2023-04-23,Milk,Dairy,32968,1.44
1804241872,2023-04-23,Peaches,Fruits,1182,4.16
1804241873,2023-04-23,Apples,Fruits,2021,2.77
1804241874,2023-04-23,Barley,Grains,24074,0.76
1804241875,2023-04-24,Lamb,Livestock,10215,10.97
1804241876,2023-04-24,Cheese,Dairy,11446,7.69
1804241877,2023-04-24,Blueberries,Fruits,19165,6.66
1804241878,2023-04-24,Yogurt,Dairy,21975,3.24
1804241879,2023-04-24,Pork,Livestock,3587,5.84
1804241880,2023-04-24,Strawberries,Fruits,13587,4.3
1804241881,2023-04-24,Butter,Dairy,8721,5.01
1804241882,2023-04-24,Chicken,Livestock,6019,2.46
1804241883,2023-04-24,Milk,Dairy,2628,1.34
1804241884,2023-04-24,Butter,Dairy,28412,4.64
1804241885,2023-04-24,Oranges,Fruits,16044,2.6
1804241886,2023-04-24,Rice,Grains,35977,1.16
1804241887,2023-04-25,Rice,Grains,463,1.19
1804241888,2023-04-25,Yogurt,Dairy,5013,3.41
1804241889,2023-04-25,Strawberries,Fruits,2368,5.43
1804241890,2023-04-25,Pork,Livestock,9693,8.08
1804241891,2023-04-25,Cheese,Dairy,21687,6.86
1804241892,2023-04-25,Butter,Dairy,8005,5.84
1804241893,2023-04-25,Wheat,Grains,647,0.59
1804241894,2023-04-25,Milk,Dairy,2810,1.02
1804241895,2023-04-25,Carrots,Vegetables,13943,1.08
1804241896,2023-04-25,Corn,Grains,11969,0.71
1804241897,2023-04-26,Blueberries,Fruits,10187,5.37
1804241898,2023-04-26,Tomatoes,Vegetables,8205,2.63
1804241899,2023-04-26,Lettuce,Vegetables,14276,1.19
1804241900,2023-04-26,Cheese,Dairy,15094,7.0
1804241901,2023-04-26,Yogurt,Dairy,3548,3.45
1804241902,2023-04-26,Yogurt,Dairy,11368,3.52
1804241903,2023-04-26,Strawberries,Fruits,10386,4.28
1804241904,2023-04-26,Cabbage,Vegetables,3651,0.63
1804241905,2023-04-26,Rice,Grains,42575,0.85
1804241906,2023-04-26,Tomatoes,Vegetables,34324,2.96
1804241907,2023-04-26,Onions,Vegetables,5715,1.05
1804241908,2023-04-26,Pork,Livestock,15575,7.83
1804241909,2023-04-27,Cabbage,Vegetables,834,0.86
1804241910,2023-04-27,Grapes,Fruits,8575,4.18
1804241911,2023-04-27,Potatoes,Vegetables,19181,0.87
1804241912,2023-04-27,Rye,Grains,39757,0.75
1804241913,2023-04-27,Yogurt,Dairy,4573,2.6
1804241914,2023-04-27,Peaches,Fruits,12116,2.82
1804241915,2023-04-27,Lettuce,Vegetables,1569,1.08
1804241916,2023-04-27,Peaches,Fruits,21962,2.97
1804241917,2023-04-27,Chicken,Livestock,3186,2.49
1804241918,2023-04-27,Carrots,Vegetables,9862,0.98
1804241919,2023-04-27,Potatoes,Vegetables,65,0.78
1804241920,2023-04-28,Butter,Dairy,33498,4.3
1804241921,2023-04-28,Carrots,Vegetables,24337,1.43
1804241922,2023-04-28,Milk,Dairy,23485,1.3
1804241923,2023-04-28,Corn,Grains,8770,0.51
1804241924,2023-04-28,Cabbage,Vegetables,13866,0.6
1804241925,2023-04-28,Rice,Grains,17756,1.09
1804241926,2023-04-28,Yogurt,Dairy,41624,3.4
1804241927,2023-04-28,Cheese,Dairy,9484,8.53
1804241928,2023-04-28,Apples,Fruits,19890,3.22
1804241929,2023-04-29,Lettuce,Vegetables,9510,0.93
1804241930,2023-04-29,Pork,Livestock,11040,7.69
1804241931,2023-04-29,Milk,Dairy,45068,1.01
1804241932,2023-04-29,Oranges,Fruits,9,2.92
1804241933,2023-04-29,Chicken,Livestock,11933,2.43
1804241934,2023-04-29,Lamb,Livestock,26318,13.54
1804241935,2023-04-29,Milk,Dairy,863,0.96
1804241936,2023-04-29,Lettuce,Vegetables,383,0.95
1804241937,2023-04-29,Wheat,Grains,2710,0.54
1804241938,2023-04-29,Tomatoes,Vegetables,8730,2.39
1804241939,2023-04-29,Strawberries,Fruits,1923,5.98
1804241940,2023-04-29,Butter,Dairy,8367,5.16
1804241941,2023-04-29,Beef,Livestock,4284,9.85
1804241942,2023-04-29,Butter,Dairy,21323,4.51
1804241943,2023-04-29,Butter,Dairy,19669,4.7
1804241944,2023-04-29,Potatoes,Vegetables,2134,0.66
1804241945,2023-04-30,Strawberries,Fruits,1050,4.23
1804241946,2023-04-30,Peppers,Vegetables,3206,2.35
1804241947,2023-04-30,Blueberries,Fruits,2857,6.48
1804241948,2023-04-30,Lettuce,Vegetables,5327,0.86
1804241949,2023-04-30,Rice,Grains,15778,1.14
1804241950,2023-04-30,Lettuce,Vegetables,7944,1.16
1804241951,2023-04-30,Butter,Dairy,16814,5.23
1804241952,2023-04-30,Potatoes,Vegetables,21943,0.95
1804241953,2023-04-30,Peppers,Vegetables,1665,1.96
1804241954,2023-04-30,Grapes,Fruits,6834,3.94
1804241955,2023-04-30,Pork,Livestock,19715,8.21
1804241956,2023-04-30,Corn,Grains,12968,0.6
1804241957,2023-05-01,Tomatoes,Vegetables,18809,2.56
1804241958,2023-05-01,Potatoes,Vegetables,3602,0.74
1804241959,2023-05-01,Peaches,Fruits,6271,2.82
1804241960,2023-05-01,Rice,Grains,47031,0.99
1804241961,2023-05-01,Butter,Dairy,39237,5.92
1804241962,2023-05-01,Barley,Grains,22437,0.68
1804241963,2023-05-01,Lettuce,Vegetables,11443,0.96
1804241964,2023-05-01,Rice,Grains,25970,1.1
1804241965,2023-05-01,Milk,Dairy,16531,0.98
1804241966,2023-05-01,Rice,Grains,3883,0.91
1804241967,2023-05-01,Bananas,Fruits,1280,1.35
1804241968,2023-05-01,Rye,Grains,1023,1.0
1804241969,2023-05-01,Lamb,Livestock,7829,9.6
1804241970,2023-05-01,Lamb,Livestock,2560,14.19
1804241971,2023-05-01,Peaches,Fruits,767,3.09
1804241972,2023-05-01,Bananas,Fruits,28951,1.22
1804241973,2023-05-02,Barley,Grains,19363,0.8
1804241974,2023-05-02,Apples,Fruits,2085,2.76
1804241975,2023-05-02,Blueberries,Fruits,44925,6.45
1804241976,2023-05-02,Peppers,Vegetables,17043,1.86
1804241977,2023-05-02,Chicken,Livestock,10057,3.15
1804241978,2023-05-02,Beef,Livestock,3309,8.98
1804241979,2023-05-02,Peppers,Vegetables,18908,1.65
1804241980,2023-05-02,Cabbage,Vegetables,5451,0.78
1804241981,2023-05-02,Rye,Grains,3544,0.97
1804241982,2023-05-02,Butter,Dairy,31413,4.76
1804241983,2023-05-03,Corn,Grains,19949,0.56
1804241984,2023-05-03,Strawberries,Fruits,1555,4.29
1804241985,2023-05-03,Bananas,Fruits,1984,1.77
1804241986,2023-05-03,Blueberries,Fruits,11216,5.03
1804241987,2023-05-03,Peppers,Vegetables,84,2.33
1804241988,2023-05-03,Blueberries,Fruits,32198,5.18
1804241989,2023-05-03,Potatoes,Vegetables,1586,0.71
1804241990,2023-05-03,Rice,Grains,4550,0.99
1804241991,2023-05-04,Lettuce,Vegetables,20861,1.17
1804241992,2023-05-04,Peaches,Fruits,18068,3.05
1804241993,2023-05-04,Oats,Grains,1721,0.94
1804241994,2023-05-04,Chicken,Livestock,7394,3.22
1804241995,2023-05-04,Chicken,Livestock,29003,3.02
1804241996,2023-05-04,Cheese,Dairy,13016,7.98
1804241997,2023-05-04,Beef,Livestock,37985,8.52
1804241998,2023-05-05,Apples,Fruits,2114,3.06
1804241999,2023-05-05,Oats,Grains,549,0.9
1804242000,2023-05-05,Bananas,Fruits,13796,1.59
1804242001,2023-05-05,Oats,Grains,7039,0.76
1804242002,2023-05-05,Apples,Fruits,16370,3.35
1804242003,2023-05-05,Peaches,Fruits,8699,3.65
1804242004,2023-05-05,Wheat,Grains,7151,0.49
1804242005,2023-05-05,Potatoes,Vegetables,4929,0.7
1804242006,2023-05-05,Potatoes,Vegetables,5067,0.86
1804242007,2023-05-06,Cabbage,Vegetables,11439,0.78
1804242008,2023-05-06,Yogurt,Dairy,20839,2.75
1804242009,2023-05-06,Lettuce,Vegetables,6071,1.06
1804242010,2023-05-06,Bananas,Fruits,32515,1.41
1804242011,2023-05-06,Peaches,Fruits,9851,3.23
1804242012,2023-05-06,Chicken,Livestock,17068,2.75
1804242013,2023-05-06,Corn,Grains,1404,0.53
1804242014,2023-05-06,Strawberries,Fruits,1612,5.82
1804242015,2023-05-06,Oats,Grains,27706,0.69
1804242016,2023-05-06,Yogurt,Dairy,4441,3.21
1804242017,2023-05-06,Butter,Dairy,878,4.5
1804242018,2023-05-07,Blueberries,Fruits,20708,7.16
1804242019,2023-05-07,Rye,Grains,171,0.96
1804242020,2023-05-07,Pork,Livestock,12964,6.42
1804242021,2023-05-07,Grapes,Fruits,18879,3.7
1804242022,2023-05-07,Peaches,Fruits,20507,3.06
1804242023,2023-05-07,Corn,Grains,23108,0.54
1804242024,2023-05-07,Corn,Grains,7467,0.53
1804242025,2023-05-07,Lamb,Livestock,27139,10.73
1804242026,2023-05-07,Chicken,Livestock,3895,2.69
1804242027,2023-05-07,Chicken,Livestock,38876,2.65
1804242028,2023-05-07,Butter,Dairy,1457,4.61
1804242029,2023-05-07,Pork,Livestock,19304,8.07
1804242030,2023-05-07,Corn,Grains,4950,0.51
1804242031,2023-05-07,Oats,Grains,4703,0.78
1804242032,2023-05-07,Strawberries,Fruits,22076,5.86
1804242033,2023-05-07,Butter,Dairy,13829,4.37
1804242034,2023-05-07,Beef,Livestock,2674,11.46
1804242035,2023-05-08,Onions,Vegetables,14022,0.99
1804242036,2023-05-08,Beef,Livestock,36136,10.43
1804242037,2023-05-08,Chicken,Livestock,20375,2.52
1804242038,2023-05-08,Butter,Dairy,11022,5.03
1804242039,2023-05-08,Beef,Livestock,21412,9.14
1804242040,2023-05-08,Cheese,Dairy,10088,7.15
1804242041,2023-05-08,Cabbage,Vegetables,11020,0.77
1804242042,2023-05-08,Apples,Fruits,11957,3.09
1804242043,2023-05-08,Rye,Grains,9955,0.93
1804242044,2023-05-08,Cheese,Dairy,18533,7.83
1804242045,2023-05-08,Rye,Grains,6742,0.93
1804242046,2023-05-08,Beef,Livestock,9545,11.31
1804242047,2023-05-09,Blueberries,Fruits,1173,5.56
1804242048,2023-05-09,Strawberries,Fruits,5731,4.34
1804242049,2023-05-09,Cheese,Dairy,13817,8.06
1804242050,2023-05-09,Cabbage,Vegetables,9957,0.61
1804242051,2023-05-09,Oranges,Fruits,656,2.94
1804242052,2023-05-09,Rye,Grains,8736,0.77
1804242053,2023-05-09,Chicken,Livestock,14158,3.44
1804242054,2023-05-09,Grapes,Fruits,5849,4.14
1804242055,2023-05-09,Peaches,Fruits,12026,2.81
1804242056,2023-05-09,Butter,Dairy,6751,5.22
1804242057,2023-05-09,Barley,Grains,7849,0.63
1804242058,2023-05-09,Yogurt,Dairy,7127,2.45
1804242059,2023-05-09,Butter,Dairy,21754,4.29
1804242060,2023-05-09,Cabbage,Vegetables,6852,0.71
1804242061,2023-05-09,Wheat,Grains,29967,0.44
1804242062,2023-05-10,Corn,Grains,2741,0.7
1804242063,2023-05-10,Lettuce,Vegetables,653,1.19
1804242064,2023-05-10,Yogurt,Dairy,28598,2.64
1804242065,2023-05-10,Corn,Grains,38356,0.71
1804242066,2023-05-10,Strawberries,Fruits,8590,4.58
1804242067,2023-05-10,Lettuce,Vegetables,11943,0.91
1804242068,2023-05-10,Butter,Dairy,14767,5.11
1804242069,2023-05-10,Peaches,Fruits,9695,3.57
1804242070,2023-05-10,Blueberries,Fruits,2690,6.52
1804242071,2023-05-10,Tomatoes,Vegetables,24880,2.07
1804242072,2023-05-10,Oranges,Fruits,24907,2.29
1804242073,2023-05-10,Cabbage,Vegetables,1520,0.77
1804242074,2023-05-10,Strawberries,Fruits,21507,4.56
1804242075,2023-05-10,Oats,Grains,4924,0.72
1804242076,2023-05-10,Oranges,Fruits,9578,2.31
1804242077,2023-05-10,Yogurt,Dairy,18145,2.96
1804242078,2023-05-10,Lamb,Livestock,18703,13.49
1804242079,2023-05-10,Milk,Dairy,13820,1.03
1804242080,2023-05-11,Milk,Dairy,3949,1.22
1804242081,2023-05-11,Apples,Fruits,7620,2.46
1804242082,2023-05-11,Lamb,Livestock,13445,13.96
1804242083,2023-05-11,Lamb,Livestock,14697,9.72
1804242084,2023-05-11,Barley,Grains,20229,0.7
1804242085,2023-05-11,Butter,Dairy,8752,5.12
1804242086,2023-05-11,Beef,Livestock,18308,8.5
1804242087,2023-05-11,Yogurt,Dairy,36233,3.4
1804242088,2023-05-11,Peaches,Fruits,784,3.6
1804242089,2023-05-11,Beef,Livestock,17516,10.16
1804242090,2023-05-11,Wheat,Grains,8201,0.4
1804242091,2023-05-11,Butter,Dairy,14665,4.79
1804242092,2023-05-11,Oranges,Fruits,1040,2.8
1804242093,2023-05-11,Strawberries,Fruits,18234,5.42
1804242094,2023-05-12,Beef,Livestock,5780,9.83
1804242095,2023-05-12,Lamb,Livestock,5359,13.69
1804242096,2023-05-12,Lamb,Livestock,3067,9.62
1804242097,2023-05-12,Tomatoes,Vegetables,12382,2.01
1804242098,2023-05-12,Butter,Dairy,35268,4.26
1804242099,2023-05-12,Blueberries,Fruits,6622,6.0
1804242100,2023-05-12,Lettuce,Vegetables,8137,0.99
1804242101,2023-05-12,Milk,Dairy,341,1.38
1804242102,2023-05-12,Cheese,Dairy,21,8.51
1804242103,2023-05-12,Tomatoes,Vegetables,9728,2.01
1804242104,2023-05-12,Blueberries,Fruits,4178,5.98
1804242105,2023-05-12,Blueberries,Fruits,14482,6.58
1804242106,2023-05-13,Pork,Livestock,13933,8.27
1804242107,2023-05-13,Tomatoes,Vegetables,27640,2.53
1804242108,2023-05-13,Cabbage,Vegetables,21144,0.83
1804242109,2023-05-13,Cheese,Dairy,5231,9.27
1804242110,2023-05-13,Blueberries,Fruits,27233,5.79
1804242111,2023-05-14,Bananas,Fruits,13505,1.63
1804242112,2023-05-14,Tomatoes,Vegetables,2354,2.35
1804242113,2023-05-14,Oranges,Fruits,22364,3.22
1804242114,2023-05-14,Beef,Livestock,12222,10.08
1804242115,2023-05-14,Rice,Grains,4223,0.82
1804242116,2023-05-14,Milk,Dairy,36148,1.01
1804242117,2023-05-14,Tomatoes,Vegetables,11824,2.44
1804242118,2023-05-14,Lettuce,Vegetables,28263,0.87
1804242119,2023-05-15,Peppers,Vegetables,9292,1.72
1804242120,2023-05-15,Yogurt,Dairy,2350,2.45
1804242121,2023-05-15,Strawberries,Fruits,32982,4.79
1804242122,2023-05-15,Lamb,Livestock,17396,11.27
1804242123,2023-05-15,Oats,Grains,16620,0.9
1804242124,2023-05-15,Yogurt,Dairy,9330,3.41
1804242125,2023-05-15,Yogurt,Dairy,991,2.61
1804242126,2023-05-15,Cheese,Dairy,14615,6.73
1804242127,2023-05-15,Oats,Grains,149,0.75
1804242128,2023-05-15,Oats,Grains,14124,0.7
1804242129,2023-05-15,Grapes,Fruits,4782,3.76
1804242130,2023-05-15,Chicken,Livestock,11972,3.56
1804242131,2023-05-15,Pork,Livestock,17758,6.58
1804242132,2023-05-16,Peaches,Fruits,31879,3.76
1804242133,2023-05-16,Cabbage,Vegetables,12207,0.78
1804242134,2023-05-16,Lamb,Livestock,22153,10.79
1804242135,2023-05-16,Lettuce,Vegetables,18450,0.96
1804242136,2023-05-16,Strawberries,Fruits,3397,5.92
1804242137,2023-05-16,Strawberries,Fruits,5553,5.17
1804242138,2023-05-16,Lamb,Livestock,6573,10.7
1804242139,2023-05-16,Barley,Grains,4010,0.82
1804242140,2023-05-16,Potatoes,Vegetables,7494,0.65
1804242141,2023-05-16,Oats,Grains,11871,0.92
1804242142,2023-05-16,Rice,Grains,11917,1.08
1804242143,2023-05-16,Butter,Dairy,34268,5.44
1804242144,2023-05-16,Carrots,Vegetables,1237,1.25
1804242145,2023-05-17,Apples,Fruits,14329,3.56
